District,Crop,Season,Year,Rainfall_mm,Temperature_Max_C,Temperature_Min_C,Humidity_Percent,Soil_pH,Organic_Carbon_Percent,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Percent,Fertilizer_N_kg_ha,Fertilizer_P_kg_ha,Fertilizer_K_kg_ha,Seed_Quality,Farm_Size_ha,Mechanization,Yield_kg_ha
Khordha,Paddy,Rabi,2022,206.8,25.9,20.3,65.4,6.76,0.598,187.0,30.0,156.5,10.2,100.4,75.6,21.7,Low,1.57,High,2750.0
Puri,Paddy,Rabi,2018,215.4,27.9,16.4,82.7,5.42,0.214,243.3,20.3,139.6,29.5,68.7,54.0,47.3,High,2.81,High,3060.0
Koraput,Paddy,Kharif,2018,1381.7,29.4,21.9,93.9,6.47,0.386,191.5,33.5,155.9,82.9,128.3,9.9,33.8,Medium,6.19,Medium,4395.0
Angul,Paddy,Summer,2018,70.5,31.5,29.8,59.3,4.5,0.403,201.1,35.3,179.4,27.4,75.8,55.5,40.7,High,0.34,High,3959.0
Angul,Paddy,Kharif,2019,1147.8,27.9,23.5,78.2,4.81,0.541,209.3,22.6,148.8,54.6,119.6,55.0,45.0,High,4.54,Medium,3842.0
Angul,Paddy,Kharif,2020,1096.6,30.4,22.9,76.9,6.43,0.2,84.9,22.3,143.1,22.8,176.9,68.2,40.7,High,0.26,High,2693.0
Sambalpur,Paddy,Kharif,2023,932.7,25.8,20.1,83.2,6.8,0.411,200.0,26.3,137.1,74.0,154.4,49.1,57.8,Medium,0.06,Low,3160.0
Balasore,Maize,Kharif,2023,942.9,31.9,24.3,73.8,6.52,0.348,166.9,19.0,138.7,48.3,132.7,61.7,40.5,Medium,1.68,Medium,3678.0
Keonjhar,Maize,Kharif,2021,1488.9,37.1,20.5,81.5,6.58,0.431,197.0,35.2,72.4,88.4,91.0,84.4,34.2,Medium,1.65,Medium,2086.0
Puri,Maize,Kharif,2018,978.7,33.7,21.9,72.3,6.05,0.3,181.9,24.1,191.4,22.8,77.8,32.1,33.9,Low,0.16,Medium,2536.0
Dhenkanal,Paddy,Kharif,2023,1005.3,31.2,22.8,72.6,6.29,0.417,166.9,31.0,104.5,70.2,150.6,37.8,44.4,High,0.74,Medium,3973.0
Cuttack,Paddy,Kharif,2019,1304.5,26.5,20.9,92.9,5.62,0.58,120.4,25.8,124.8,6.8,138.1,58.4,50.0,Medium,2.72,Medium,2114.0
Keonjhar,Paddy,Kharif,2018,1401.4,30.8,21.3,83.6,6.01,0.552,156.9,28.8,157.0,51.7,146.0,55.8,38.3,Medium,0.14,High,4466.0
Dhenkanal,Paddy,Kharif,2019,1037.1,36.2,23.3,74.4,7.03,0.337,212.9,25.4,166.3,31.9,97.7,78.6,53.8,High,3.88,Low,3749.0
Baragarh,Paddy,Rabi,2019,170.2,30.3,18.2,67.5,6.53,0.616,170.4,21.8,144.7,12.7,119.6,58.0,42.5,High,7.19,Low,2519.0
Ganjam,Maize,Kharif,2018,1048.0,32.5,26.5,89.9,5.08,0.701,177.5,24.7,167.7,49.8,170.8,56.6,20.6,Medium,9.94,Low,3520.0
Puri,Paddy,Rabi,2018,233.4,25.7,17.2,52.6,6.92,0.473,171.7,32.3,136.8,68.6,117.3,62.0,27.1,High,1.55,High,3825.0
Jagatsinghpur,Paddy,Kharif,2020,1163.7,31.7,26.0,91.6,4.89,0.282,155.1,29.7,167.4,81.7,111.4,29.7,41.5,Medium,13.64,Medium,3417.0
Dhenkanal,Paddy,Kharif,2019,1324.0,29.9,25.0,80.6,6.33,0.401,172.7,7.6,156.2,82.4,157.6,53.3,33.1,Medium,1.78,Low,1122.0
Mayurbhanj,Paddy,Kharif,2019,1255.5,31.9,24.6,77.9,5.55,0.673,189.0,25.1,115.9,80.7,104.5,75.0,35.0,High,0.92,Medium,3890.0
Mayurbhanj,Paddy,Kharif,2022,934.8,25.8,23.8,76.8,5.94,0.394,133.1,28.7,130.7,59.0,125.4,79.5,45.9,High,4.81,High,3748.0
Kendrapara,Maize,Summer,2020,101.6,39.0,29.2,55.1,7.91,0.36,142.6,29.9,193.9,17.6,91.5,79.7,35.6,High,0.51,Low,1742.0
Jajpur,Paddy,Kharif,2022,1035.1,32.1,27.8,78.3,7.23,0.485,273.4,37.6,145.5,43.3,141.6,68.1,44.7,Low,2.06,Medium,3226.0
Ganjam,Paddy,Kharif,2019,1302.7,37.6,23.1,65.9,6.26,0.582,208.9,25.9,176.4,83.6,138.5,25.5,34.8,Medium,1.33,High,4284.0
Angul,Paddy,Kharif,2022,1170.4,29.9,23.5,79.7,5.07,0.582,122.8,29.5,134.8,18.5,125.2,45.7,56.5,High,1.47,Medium,2953.0
Angul,Paddy,Kharif,2021,1150.8,33.8,26.7,72.8,6.5,0.53,204.7,37.1,141.6,8.8,125.3,64.5,39.0,Medium,1.68,Medium,3234.0
Cuttack,Paddy,Kharif,2020,1369.9,35.5,23.6,87.5,5.76,0.574,202.9,31.3,171.8,20.7,103.4,89.1,32.6,Medium,0.52,Low,3848.0
Jajpur,Paddy,Kharif,2018,1176.7,37.0,22.2,57.3,6.25,0.692,139.4,31.8,113.7,24.6,133.9,67.1,32.8,Medium,3.28,Low,2291.0
Baragarh,Maize,Kharif,2022,1277.7,35.0,22.9,64.8,7.4,0.725,176.5,31.8,137.1,42.4,83.8,56.2,43.1,Medium,0.55,Medium,4010.0
Sambalpur,Paddy,Rabi,2023,220.5,30.6,19.2,64.3,6.47,0.575,112.4,26.5,137.2,10.8,158.7,81.9,25.0,Low,3.25,Low,1696.0
Keonjhar,Paddy,Kharif,2018,1489.5,31.3,29.0,61.5,6.48,0.338,183.6,20.8,167.7,49.6,133.3,34.5,45.5,Low,1.74,Medium,3082.0
Ganjam,Maize,Rabi,2023,229.8,27.3,18.1,62.8,6.12,0.806,275.6,28.0,146.5,14.8,139.0,83.6,40.3,High,2.15,High,4340.0
Sambalpur,Paddy,Kharif,2022,1084.2,31.8,22.9,91.5,7.68,0.365,135.1,22.8,121.4,47.5,128.4,75.2,29.4,Medium,1.52,Medium,3259.0
Mayurbhanj,Paddy,Kharif,2021,1374.7,31.9,25.9,95.0,5.58,0.365,187.7,34.2,117.1,40.6,131.8,63.5,34.6,Low,2.14,High,3220.0
Khordha,Maize,Rabi,2019,222.4,25.1,19.9,72.0,5.83,0.857,168.6,12.1,122.7,16.3,129.4,62.1,39.9,High,1.46,Low,1583.0
Jagatsinghpur,Paddy,Kharif,2022,1082.6,35.0,18.9,79.1,7.28,0.775,170.7,14.4,197.8,18.1,87.8,70.0,42.0,Low,0.08,Medium,1344.0
Ganjam,Paddy,Kharif,2021,875.4,29.0,20.6,83.2,5.14,0.698,195.8,27.4,208.3,10.2,108.6,51.9,44.3,High,0.85,Medium,3517.0
Angul,Paddy,Summer,2020,153.9,41.2,27.9,40.0,6.3,0.54,191.6,22.1,208.2,25.6,121.4,68.3,18.4,Medium,1.47,Low,1833.0
Balasore,Paddy,Kharif,2018,826.5,33.9,24.8,73.6,5.84,0.422,114.4,35.0,150.4,37.9,114.1,49.9,20.2,High,1.5,Medium,2369.0
Jajpur,Maize,Kharif,2018,1005.6,34.9,23.8,69.1,5.15,0.84,173.6,32.5,90.2,61.8,73.0,60.2,45.6,Medium,0.82,Low,1976.0
Ganjam,Maize,Rabi,2018,145.5,25.6,18.3,63.4,5.26,0.294,183.0,20.4,141.0,30.0,110.4,60.4,36.6,Medium,3.3,Low,1831.0
Sambalpur,Maize,Kharif,2021,1096.5,31.1,22.9,75.9,5.53,0.608,192.4,27.8,147.8,44.5,152.9,68.8,32.7,High,0.39,High,5514.0
Puri,Paddy,Rabi,2020,132.8,28.6,15.8,66.9,7.03,0.425,237.0,24.3,118.9,59.8,142.8,55.6,39.4,Medium,1.87,Medium,2834.0
Mayurbhanj,Paddy,Kharif,2021,1145.5,32.7,24.2,79.3,7.42,0.562,268.4,27.8,134.3,65.7,151.2,59.9,37.5,Low,0.82,Medium,3422.0
Sambalpur,Paddy,Kharif,2023,1314.1,29.7,24.7,77.8,5.59,0.443,147.4,17.1,182.7,39.4,113.3,75.3,21.8,Medium,1.11,Medium,2467.0
Dhenkanal,Maize,Rabi,2023,172.2,26.0,16.6,70.7,6.38,0.52,136.1,23.6,159.1,29.4,195.0,40.4,20.4,Medium,0.01,Medium,3523.0
Sambalpur,Paddy,Rabi,2019,207.4,26.7,17.9,50.5,5.84,0.483,186.1,40.5,82.2,64.6,75.2,73.7,42.6,Medium,0.1,Medium,1854.0
Cuttack,Paddy,Kharif,2022,1219.3,31.0,23.8,71.6,6.52,0.279,196.1,18.8,132.5,86.3,181.3,73.3,43.6,Low,2.46,High,3599.0
Sambalpur,Paddy,Kharif,2021,1119.1,35.4,24.7,73.0,6.47,0.415,217.9,13.8,192.8,46.8,142.9,67.7,53.3,High,2.63,Low,2597.0
Dhenkanal,Maize,Kharif,2020,1440.7,33.0,23.8,87.1,5.64,0.321,172.0,29.3,186.4,65.7,153.1,79.3,27.9,High,0.03,High,5757.0
Baragarh,Paddy,Rabi,2019,218.5,25.0,18.4,63.6,6.63,0.839,155.8,15.4,121.7,33.3,168.7,79.5,65.1,Medium,3.5,Low,1995.0
Koraput,Paddy,Kharif,2023,1173.9,33.7,24.1,69.5,6.07,0.517,177.5,28.9,174.7,21.9,129.6,74.8,29.0,Medium,3.56,Medium,3717.0
Dhenkanal,Paddy,Rabi,2022,159.1,31.3,16.6,66.7,5.76,0.636,221.0,30.2,149.9,30.6,139.7,70.4,45.5,High,1.65,High,3361.0
Angul,Maize,Kharif,2020,952.7,34.0,24.9,70.9,7.37,0.631,159.7,10.1,158.0,53.7,79.4,64.7,38.1,High,5.65,High,2034.0
Mayurbhanj,Paddy,Kharif,2022,1253.1,32.5,24.8,70.6,5.73,0.464,168.9,35.9,137.6,13.8,160.4,41.1,59.7,Medium,2.48,Medium,3344.0
Ganjam,Paddy,Kharif,2021,1443.5,32.8,26.2,87.6,5.33,0.669,172.7,26.1,154.4,57.8,178.4,76.0,32.3,Low,7.07,High,4288.0
Cuttack,Paddy,Rabi,2023,229.2,28.7,19.4,57.3,6.9,0.767,123.0,27.2,139.3,70.8,112.7,66.5,33.1,Medium,8.41,Low,2164.0
Kendrapara,Maize,Rabi,2022,174.7,25.5,17.4,61.0,5.84,0.725,169.8,19.7,151.0,49.5,144.9,70.9,41.4,Medium,4.63,Medium,3227.0
Jajpur,Paddy,Rabi,2023,245.9,27.4,16.8,66.1,6.21,0.752,175.7,36.0,139.0,50.9,85.1,87.5,32.7,Medium,0.96,Medium,2790.0
Dhenkanal,Maize,Kharif,2018,954.8,35.9,24.3,82.2,7.01,0.2,205.4,18.9,128.0,65.9,107.4,48.9,39.0,Medium,2.28,Low,2668.0
Cuttack,Paddy,Kharif,2023,1105.5,32.8,25.1,54.8,6.49,0.49,151.8,31.4,201.3,58.8,125.5,68.7,39.0,High,6.65,Medium,4887.0
Angul,Maize,Kharif,2021,1343.7,31.5,22.7,91.3,5.52,0.555,206.1,11.9,166.8,12.5,142.0,72.9,42.5,High,1.0,Medium,2401.0
Puri,Maize,Rabi,2021,256.5,25.6,17.5,56.6,7.05,0.509,222.6,27.5,119.0,32.3,117.7,61.1,34.5,High,2.79,Medium,3101.0
Angul,Maize,Rabi,2021,211.0,25.0,15.0,73.7,6.38,0.543,189.3,50.8,180.4,18.4,103.4,72.8,45.8,Medium,0.34,Low,3134.0
Balasore,Paddy,Kharif,2022,987.3,33.5,21.4,79.9,5.66,0.621,238.7,27.3,118.5,43.6,102.4,71.6,38.7,Medium,0.27,High,3016.0
Baragarh,Paddy,Kharif,2019,1081.8,32.9,22.2,68.7,6.77,0.643,127.7,10.4,114.7,32.7,153.2,58.3,26.2,Medium,1.11,Medium,1755.0
Keonjhar,Paddy,Kharif,2023,1276.0,32.2,22.7,83.4,6.31,0.61,188.6,26.6,178.0,55.9,110.7,38.5,37.4,Medium,5.25,Medium,4217.0
Sambalpur,Maize,Kharif,2018,1101.5,32.0,21.3,85.6,5.46,0.584,156.8,24.5,93.9,70.6,88.0,95.7,45.5,High,4.3,Medium,3604.0
Jajpur,Maize,Kharif,2018,883.4,32.3,27.1,82.5,6.12,0.544,58.1,21.6,100.1,27.4,108.6,82.8,46.9,High,2.22,Medium,1615.0
Jajpur,Paddy,Kharif,2021,1155.1,34.1,23.7,87.3,6.62,0.223,158.8,20.5,166.8,30.1,146.1,74.2,41.3,High,0.9,Medium,3557.0
Jagatsinghpur,Maize,Kharif,2018,1262.3,27.9,21.3,86.1,4.79,0.502,138.0,21.8,156.5,54.3,173.9,56.2,31.2,High,0.04,Medium,4430.0
Keonjhar,Paddy,Rabi,2019,181.3,25.1,18.7,66.0,6.6,0.293,186.3,9.1,143.9,35.9,111.0,52.4,66.9,High,3.79,Medium,1364.0
Keonjhar,Paddy,Kharif,2021,1209.7,25.3,23.6,78.0,4.5,0.554,139.5,10.3,206.2,13.7,93.5,42.1,36.9,High,0.03,High,1449.0
Khordha,Paddy,Kharif,2021,1227.7,38.4,25.8,85.8,6.58,0.495,169.0,23.5,156.6,45.4,78.2,79.3,62.1,Medium,0.74,Medium,3746.0
Khordha,Maize,Kharif,2022,1505.8,33.1,22.2,83.4,7.05,0.58,199.2,24.4,110.3,37.4,129.3,55.1,48.3,High,3.22,Medium,3695.0
Jajpur,Paddy,Kharif,2023,1490.6,31.0,24.0,87.9,4.86,0.814,175.0,16.1,104.8,66.8,154.3,75.3,33.6,Medium,1.46,Medium,2697.0
Dhenkanal,Paddy,Kharif,2018,908.5,29.9,22.3,76.7,6.02,0.4,194.0,26.8,124.5,29.3,135.4,56.4,50.3,Medium,0.78,Low,2878.0
Puri,Maize,Kharif,2018,1094.3,31.3,25.1,81.8,5.88,0.564,215.9,14.1,175.4,32.3,126.2,71.1,44.3,Medium,1.87,Low,1887.0
Jagatsinghpur,Maize,Summer,2020,131.3,43.4,26.9,60.2,6.4,0.551,209.7,20.8,216.0,34.7,130.8,77.3,42.0,Medium,6.28,Medium,2259.0
Baragarh,Maize,Kharif,2020,1246.4,30.7,24.0,64.6,5.63,0.432,206.8,20.4,131.0,43.0,144.8,69.8,45.5,High,1.02,Medium,4235.0
Dhenkanal,Paddy,Summer,2018,118.3,31.8,26.6,56.0,6.23,0.706,193.4,36.8,115.2,72.0,126.6,74.3,63.2,Low,1.66,High,3018.0
Mayurbhanj,Paddy,Kharif,2023,1236.5,30.1,24.3,70.6,6.81,0.656,194.1,24.8,173.1,45.5,112.0,37.9,42.2,Medium,3.5,Medium,4556.0
Keonjhar,Paddy,Kharif,2020,912.2,36.0,24.8,77.4,5.94,0.468,230.3,24.8,132.1,38.9,143.6,74.4,38.6,Medium,0.39,Medium,3062.0
Mayurbhanj,Paddy,Kharif,2021,1287.7,28.2,25.9,64.3,6.57,0.642,171.2,27.8,140.3,32.0,170.8,64.0,35.0,Low,2.82,Low,3699.0
Sambalpur,Paddy,Rabi,2023,247.6,26.9,17.2,62.7,5.32,0.448,151.1,25.0,179.3,88.0,140.9,42.8,47.6,Medium,3.47,Medium,2542.0
Balasore,Maize,Rabi,2020,192.6,29.9,17.3,78.5,7.37,0.801,143.3,28.9,133.3,57.8,61.6,90.5,44.4,Low,4.37,High,2536.0
Jagatsinghpur,Paddy,Kharif,2018,1329.2,32.8,24.0,86.6,4.66,0.438,140.9,33.1,124.1,10.1,165.8,71.8,37.9,High,3.66,Low,3183.0
Mayurbhanj,Paddy,Rabi,2018,99.5,25.0,17.6,59.9,6.67,0.58,149.1,26.3,135.4,64.2,101.0,45.4,61.4,Medium,3.64,Low,2637.0
Angul,Maize,Rabi,2019,179.5,32.8,18.4,75.5,6.14,0.437,122.3,30.2,209.3,10.9,144.8,34.1,39.8,Medium,0.53,Low,1654.0
Baragarh,Paddy,Kharif,2021,1138.3,27.4,23.0,71.5,5.88,0.642,111.0,9.2,123.8,42.4,100.2,66.9,36.4,Low,0.71,High,1143.0
Khordha,Paddy,Rabi,2022,218.0,25.0,22.2,68.0,6.61,0.493,224.5,16.3,171.3,8.6,139.8,64.2,53.6,Medium,2.71,Medium,1691.0
Puri,Paddy,Kharif,2020,1382.1,30.8,20.3,94.1,6.65,0.665,140.8,27.3,159.0,25.4,149.2,48.8,59.1,High,1.03,High,3797.0
Cuttack,Maize,Kharif,2021,1003.1,30.6,25.3,78.7,6.34,0.405,177.1,34.1,93.7,32.8,112.4,78.4,38.2,Medium,17.85,Medium,2518.0
Ganjam,Paddy,Summer,2023,85.1,39.7,25.1,47.6,5.94,0.6,216.6,23.0,107.9,69.6,115.2,52.7,46.2,Medium,3.27,Low,1158.0
Dhenkanal,Maize,Rabi,2018,263.7,28.6,16.3,52.2,5.92,0.256,154.9,22.7,125.9,42.1,75.1,69.6,48.0,Medium,1.02,Medium,2685.0
Koraput,Paddy,Summer,2020,98.0,37.4,30.0,59.5,6.22,0.471,201.6,30.3,112.4,52.8,108.0,44.5,29.2,Low,6.16,High,1986.0
Angul,Paddy,Kharif,2023,1129.0,28.1,28.4,69.0,7.07,0.329,198.3,23.0,128.0,75.8,129.3,64.6,27.5,Low,1.75,High,2918.0
Keonjhar,Paddy,Kharif,2023,1430.1,33.8,22.7,85.0,5.58,0.455,138.2,30.5,148.1,25.1,114.9,23.9,25.4,High,0.1,Medium,2906.0
Balasore,Maize,Kharif,2021,1283.7,33.1,18.8,73.8,5.64,0.407,163.4,16.0,157.5,47.1,77.8,58.5,35.2,Medium,2.99,Medium,2372.0
Kendrapara,Paddy,Kharif,2018,1144.5,26.1,23.5,77.9,7.47,0.694,156.7,28.1,178.9,49.5,132.4,55.6,13.8,High,4.28,Medium,3292.0
Jajpur,Paddy,Rabi,2020,99.4,28.3,17.6,73.2,6.69,0.594,169.1,33.9,215.4,68.7,104.3,46.5,36.4,Medium,1.78,Low,2645.0
Dhenkanal,Paddy,Kharif,2018,971.3,30.5,26.4,80.8,6.52,0.749,138.5,16.6,70.8,45.4,71.9,40.2,30.8,Medium,4.52,High,2168.0
Puri,Paddy,Kharif,2019,1272.9,28.6,25.5,71.2,6.84,0.486,148.4,37.9,156.2,41.8,143.4,76.6,38.6,Low,14.37,High,3379.0
Sambalpur,Paddy,Rabi,2023,232.2,31.1,19.4,61.9,6.45,0.738,172.0,22.5,83.9,65.1,56.4,78.5,36.7,High,1.43,Medium,2195.0
Khordha,Paddy,Kharif,2019,1228.3,31.7,23.4,78.1,6.72,0.462,187.8,33.2,115.2,3.7,106.8,59.9,42.0,Medium,1.51,High,2499.0
Jagatsinghpur,Paddy,Kharif,2018,966.2,30.2,22.0,94.8,6.06,0.624,181.2,17.9,174.1,54.9,86.9,41.9,42.7,Medium,3.83,Medium,2600.0
Angul,Paddy,Kharif,2018,941.1,31.7,24.6,79.6,7.24,0.94,206.9,34.4,239.0,10.4,162.9,47.7,40.1,Medium,2.67,Medium,4374.0
Khordha,Maize,Kharif,2023,1086.4,34.3,20.5,73.1,7.45,0.767,217.5,23.6,152.9,23.2,150.3,59.3,53.8,High,1.62,Low,3383.0
Keonjhar,Paddy,Kharif,2022,1102.5,27.7,25.4,83.7,4.82,0.75,279.9,25.4,127.6,71.3,106.0,65.4,35.0,Low,7.36,Medium,2631.0
Puri,Maize,Kharif,2022,975.8,30.3,21.0,88.0,5.8,0.36,173.3,25.5,88.9,62.2,108.0,48.8,39.0,High,1.46,High,3541.0
Dhenkanal,Maize,Kharif,2018,1394.7,32.9,22.5,93.2,6.27,0.395,214.3,28.2,163.8,33.6,131.5,68.3,21.0,High,0.11,Low,4186.0
Ganjam,Maize,Kharif,2023,1126.0,30.7,21.6,60.3,6.02,0.57,177.9,23.8,151.5,58.7,137.4,81.2,33.7,High,2.44,Medium,5523.0
Puri,Maize,Summer,2018,88.5,38.8,25.9,45.2,6.16,0.365,235.6,14.2,143.1,12.4,99.7,60.4,45.2,Medium,1.13,High,1500.0
Keonjhar,Maize,Kharif,2023,1594.9,37.7,23.7,83.6,5.53,0.596,127.9,28.6,137.5,30.0,133.7,91.5,38.6,Medium,1.68,Medium,3126.0
Puri,Paddy,Rabi,2022,214.9,28.4,17.4,64.2,8.5,0.511,200.4,19.8,160.3,16.1,54.8,25.4,36.4,Medium,2.16,High,1821.0
Kendrapara,Paddy,Kharif,2022,1334.5,25.0,25.4,71.5,6.34,0.363,169.4,25.3,159.4,10.5,102.1,34.9,38.9,Low,1.92,Medium,2704.0
Jajpur,Maize,Kharif,2019,979.4,34.5,24.4,74.6,4.68,0.767,130.9,20.3,162.5,40.8,109.5,103.9,30.1,Medium,0.5,High,2690.0
Sambalpur,Paddy,Rabi,2021,231.4,25.0,17.0,62.6,5.69,0.737,229.1,22.3,87.2,36.5,100.3,49.5,33.5,Medium,0.2,High,1624.0
Jajpur,Maize,Rabi,2022,167.6,29.5,17.1,68.8,6.12,0.695,178.7,41.3,140.4,29.6,125.9,65.2,50.8,High,5.79,Medium,3842.0
Balasore,Paddy,Kharif,2022,1220.5,28.2,21.8,78.4,5.94,0.669,197.9,26.1,110.6,39.7,135.7,54.8,44.3,High,0.79,Medium,3579.0
Sambalpur,Paddy,Rabi,2021,194.3,29.6,19.0,65.1,6.9,0.449,208.5,16.4,167.9,40.8,100.9,28.3,38.5,Medium,3.45,Low,1976.0
Angul,Paddy,Rabi,2023,153.0,30.1,19.8,70.8,5.82,0.304,159.2,33.8,136.7,55.7,134.8,53.1,34.7,Low,3.69,Medium,2799.0
Dhenkanal,Paddy,Kharif,2021,1025.7,32.7,24.0,95.0,6.28,0.724,213.2,15.7,95.8,68.3,157.8,35.7,29.0,Low,0.8,Low,2325.0
Puri,Paddy,Summer,2020,126.2,39.0,27.5,45.0,7.5,0.849,195.7,37.7,130.1,23.4,136.1,64.6,30.0,Medium,5.86,Medium,2118.0
Dhenkanal,Maize,Rabi,2023,221.1,31.8,19.3,62.3,6.12,0.735,184.5,22.0,127.9,27.2,86.6,55.7,29.2,High,2.15,High,3602.0
Sambalpur,Paddy,Kharif,2023,1214.3,34.8,24.3,68.5,5.72,0.656,231.5,24.6,113.4,46.3,159.2,64.4,34.8,High,3.19,High,3809.0
Puri,Paddy,Rabi,2022,147.4,25.0,17.8,65.3,6.81,0.627,238.3,21.3,131.6,20.9,129.9,32.2,42.0,High,6.63,High,3239.0
Balasore,Paddy,Rabi,2020,305.0,29.2,15.8,69.3,7.54,0.453,197.1,26.7,183.9,54.5,147.1,44.9,58.1,Medium,1.04,High,4190.0
Puri,Paddy,Rabi,2022,166.0,25.0,19.2,52.0,5.57,0.615,160.0,26.3,107.5,23.5,123.5,85.3,33.6,Medium,4.11,High,2052.0
Baragarh,Paddy,Rabi,2022,222.5,33.3,18.3,55.6,6.42,0.426,195.7,17.5,76.9,63.4,176.4,70.8,41.0,Medium,0.04,High,2236.0
Jagatsinghpur,Paddy,Rabi,2018,201.1,29.1,19.0,68.5,5.13,0.734,225.9,24.2,165.9,26.0,160.3,70.9,38.9,Medium,0.85,Medium,2521.0
Mayurbhanj,Paddy,Summer,2022,68.9,34.1,30.0,61.6,6.33,0.485,165.4,28.4,179.6,39.4,83.5,77.1,40.4,Low,0.68,Medium,2022.0
Balasore,Paddy,Kharif,2022,1558.6,35.7,22.9,79.6,6.57,0.57,251.4,27.7,189.7,45.8,81.0,45.2,37.5,Low,0.09,Medium,3116.0
Ganjam,Paddy,Kharif,2023,1322.9,27.6,23.0,72.9,6.52,0.684,198.9,28.9,137.4,58.2,86.4,60.6,20.9,Medium,5.34,Medium,4281.0
Khordha,Paddy,Kharif,2021,862.3,28.1,23.4,67.7,7.3,0.624,147.9,34.4,183.9,69.3,109.7,82.9,34.8,High,1.8,Medium,4714.0
Khordha,Paddy,Kharif,2023,1191.2,32.0,21.6,75.9,7.3,0.73,178.7,24.3,215.8,52.9,144.9,50.5,42.9,Medium,1.69,Low,3367.0
Ganjam,Paddy,Kharif,2018,1473.4,33.7,21.3,57.2,5.56,0.594,197.5,24.5,148.2,49.4,128.2,46.4,51.8,Low,0.1,Medium,3139.0
Jagatsinghpur,Paddy,Kharif,2019,1038.2,28.5,25.2,83.0,7.09,0.396,160.8,26.8,132.4,41.4,134.4,81.9,46.4,High,0.22,Medium,4074.0
Balasore,Maize,Kharif,2022,987.2,26.7,24.9,87.8,5.94,0.788,172.9,9.4,182.1,43.3,131.6,63.0,47.7,Medium,8.12,Medium,1573.0
Baragarh,Paddy,Rabi,2019,149.0,27.4,16.3,67.2,5.69,0.574,163.5,22.4,188.9,2.1,148.1,45.6,33.4,Medium,2.22,Medium,2046.0
Balasore,Paddy,Rabi,2022,230.7,29.6,18.3,60.2,7.19,0.473,150.8,32.0,155.1,51.0,118.0,64.1,35.5,Low,0.79,Medium,2396.0
Balasore,Paddy,Summer,2021,152.3,42.8,28.0,44.0,5.81,0.343,225.8,9.1,105.1,22.8,109.6,62.6,27.8,Medium,3.28,Medium,1014.0
Angul,Paddy,Kharif,2018,1345.5,34.5,23.7,85.6,4.5,0.684,162.9,29.4,127.3,27.3,125.4,57.4,48.0,Medium,0.3,Medium,2710.0
Dhenkanal,Paddy,Rabi,2019,235.0,27.9,15.2,71.7,6.8,0.259,179.8,12.3,126.7,15.1,146.4,38.5,43.3,High,0.0,High,1642.0
Angul,Maize,Kharif,2019,1304.3,36.0,23.8,80.5,5.85,0.577,197.6,24.2,86.9,31.8,160.7,67.4,37.7,Medium,0.73,Medium,2440.0
Koraput,Paddy,Rabi,2020,157.0,26.1,15.0,53.1,5.13,0.57,167.0,14.2,140.2,39.9,78.5,73.5,47.8,High,0.25,High,1700.0
Dhenkanal,Paddy,Kharif,2019,1046.8,30.6,19.5,80.7,5.98,0.696,136.1,20.0,97.3,15.1,69.5,54.3,27.3,Low,1.18,Medium,1607.0
Khordha,Paddy,Rabi,2021,181.5,28.9,19.0,58.5,5.98,0.596,186.5,21.3,164.6,43.2,128.4,30.7,32.8,Medium,0.73,Low,2257.0
Puri,Paddy,Kharif,2018,1437.0,28.2,23.3,91.6,5.35,0.76,168.8,25.8,195.2,43.5,139.7,56.6,38.0,Medium,0.59,Medium,4285.0
Khordha,Maize,Kharif,2021,1188.9,35.9,20.8,69.7,7.23,0.639,281.6,25.5,209.5,19.7,146.9,33.9,38.0,High,0.19,Medium,4506.0
Angul,Paddy,Rabi,2022,262.7,28.2,16.0,70.3,6.19,0.49,115.4,25.7,158.0,16.1,157.8,74.2,43.7,Low,6.64,Medium,1736.0
Dhenkanal,Paddy,Kharif,2020,989.3,35.6,26.0,85.1,6.3,0.396,172.1,9.1,195.5,30.3,84.3,64.0,45.2,Low,1.68,Low,1112.0
Ganjam,Paddy,Rabi,2022,185.6,28.7,17.5,52.7,7.48,0.566,237.2,22.9,119.2,79.3,82.7,32.4,53.3,High,0.64,Medium,3084.0
Jagatsinghpur,Paddy,Kharif,2018,664.9,31.8,20.6,71.5,6.35,0.432,188.1,30.5,183.7,11.4,119.9,26.5,58.8,High,0.01,Medium,3048.0
Cuttack,Paddy,Summer,2020,105.8,33.6,25.6,70.1,6.53,0.585,134.6,18.4,123.9,29.9,111.7,54.9,33.3,Low,8.14,Medium,1808.0
Balasore,Paddy,Rabi,2021,121.0,26.2,19.2,55.9,5.21,0.501,204.9,39.5,173.1,65.1,174.5,65.7,30.5,Medium,7.86,Medium,3953.0
Jajpur,Maize,Kharif,2020,1074.0,33.3,24.2,80.1,6.58,0.588,260.5,20.8,165.1,80.9,118.0,59.6,43.9,High,6.8,High,4950.0
Jagatsinghpur,Paddy,Kharif,2022,1119.0,34.1,22.4,63.3,6.33,0.711,207.6,26.4,193.8,61.4,94.6,77.0,38.5,High,0.4,Medium,4021.0
Khordha,Maize,Kharif,2023,1175.8,33.8,26.2,77.8,5.41,0.593,255.7,37.7,100.8,35.7,103.3,47.4,50.4,High,4.9,Medium,2986.0
